a. kröner
a. kröner in stuttgart
a. krüger, sep.-cto.
a. kukutsch
a. kühling
a. l. pockwitz
a. l. reinicke und j. c. hinrichs
a. lacroix, verboeckhoven & cie.
a. lacroix, verboeckhoven & cie., librairie internationale
a. lacroix, verboeckhoven & cie., éditeurs
a. lacroix, verboeckhoven et cie.
a. laumann
a. laumann'sche buchhandlung
a. laumann'sche verlagsbuchhandlung
a. lehnhold
a. leykam's erben
a. lubrecht & comp.
a. mancini
a. marescq et e. dujardin
a. marini
a. martini & grüttefien
a. mentzel's verlag
a. mieck
a. mirelli
a. moeser's buchhandlung
a. monnier et cie.
a. morano editore
a. morel & cie, éditeurs
a. morel & co.
a. müller fröbelhaus
a. müller-fröbelhaus
a. müller-fröbelhaus, lehrmittelhandlung
a. nesselmann
a. neuenhahn
a. neuenhahn's erben
a. nobile
a. nugel
a. o. witzendorf
a. oehrlein's verlag
a. oosthoek
a. oosthoek - utrecht
a. p. b. booksellers  ltd
a. p. luck's buch- und kunsthandlung
a. pajević
a. paterno's wwe. & sohn
a. payne
a. peters
a. pfautsch & cie.
a. pichler
a. pichler's seel. witwe
a. pichler's sel. witwe
a. pichler's witwe & sohn
a. pichlers witwe und sohn
a. pietsch
a. pietsch jun.
a. pietsch nachfolger
a. poe & hitschcock
a. prandel
a. prinz
a. prinz, verlagsbureau
a. r. bernhardt
a. r. bernhardt nachf.
a. reich
a. reichel's verlag
a. reimmann
a. riempp's buchhandlung
a. riffarth
a. rizzoli & c.
a. russel's verlag
a. sacco
a. sacco nachfolger
a. sangiacomo
a. saur
a. sautelet et cie
a. schaber
a. scheinpflug
a. scherz verlag
a. schmidt
a. schmidt's verlag
a. scholz
a. schumann's verlag
a. schöpfer
a. schöpfer verlag
a. seydel & cie., berlin c.
a. slottko
a. smirdin
a. solbrig
a. stange
a. steinborn & schneider
a. stenger
a. streerath
a. streerath & co.
a. stuber's verlagsbuchhandlung
a. stuber's verlagshandlung
a. sutter gmbh
a. t. colditz
a. taege's verlag
a. tantz
a. trani
a. trassler
a. und w. blumer
a. voigtländer-tetzner
a. volkhart
a. w. gentner-verlag
a. w. hayn erben
a. w. hayn's erben
a. w. hayns erben
a. w. kafemann
a. w. kafemann, verlagsbuchhandlung, buchbinderei & druckerei
a. w. sijthoff's uitgeversmaatschappij
a. w. steidel und compagnie
a. w. unzer
a. weger libreria
a. weger universitätsbuchhandlung
a. wegers buchhandlung
a. wegers buchhandlung und fb. hofbuchdruckerei
a. weichert
a. weller
a. ziemsen verlag
a.-francke-verlag
a.-g. für druck und verlag vorm. gebr. gotthelft
a.-h.-payne-verlag
a.-kröner-verlag
a.-weichert-verlag
a.e.v. struve
a.e.v. struve's buch- und musikalienhandlung
a.e.v. struve's buch-, musikalien- und kunsthandlung
a.f. macklot
a.g. schneider u. weigelschen kunst- und landkarten-handlung
a.h. payne
a.k.i verlag
a.k.i verlag für analyse, kritik und information
a.k.i verlag für analyse, kritik und information gmbh
a.p.b. booksellers
a.v.g. allgemeine verlagsgesellschaft m.b.h.
a1 verlag gmbh
a1-informationen-verlag
a1-verlag
a3-verlag
a3-zeitschriftenverlag
aa verlag
aa-verlag
aalfaa enterbraynment
aarau, sauerländer verlag
aarau, verlag sauerländer
aarhuus stiftsbogtrykkerie
aaskild och kärnekull
ab - die andere bibliothek gmbh & co. kg
abadia de montserrat. publicacions
abatros verlag
abel & müller
abel'sche buchhandlung
abel, renner und
abelard-schuman
abell, randall &
abelsdorff's verlag
abenheim'sche verlagsbuchhandlung
abraham blussé en zoon
abraham hart
abraham keller
abraham keller'sche buchhandlung
abraham wimmer
abril
abril cultural
abril s/a cultural e industrial
abt
academia
academia della fama
academia ein verlag in der nomos verlagsgesellschaft mbh & co. kg
academia peregrina
academia sueca
academia veneta
academia venetiana
academia verlag
academia verlag richarz
academia verlag richarz gmbh
academic press
academische buchdruckerey
academische buchhandlung
academische buchhandlung e. gross
academische buchhandlung e. gross & bernhardt
academische buchhandlung mohr und zimmer
academische coöperatief
academische kunsthandlung
academische schriften
académie suédoise
accademia
accademia degl'incogniti
accademia degli aspiranti
accademia degli incogniti
accademia dei pellegrini
accademia della fama
accademia pellegrina
accademia pergrina
accademia veneta
accademia veneziana
acco
achberger verlagsanstalt
achenwall & comp.
achenwall et comp.
achenwall und comp.
achim kunst verlag
acker-verlag
ackermann
ackermann verlag
ackermann verlag dr. artur zechel
ackermann verlag karl bedal
ackermann, antiquariat
ackermann, buch- und antiquariats-handlung von theodor
ackermann, buchhandlung theodor
ackermann, königliche hof-buchhandlung
ackermann, königliche hof-buchhandlung und antiquariat
ackermann, theodor
acme agency
aconcagua-verlag
actes sa
actes sud
actiengesellschaft vormals hans kohler & co.
ad candentis salamandrae insigne
ad candentis salamandrae insigniae
ad ilissum
ad ilissvm
ad insigne pinus
ad salamandrae apud claudium sennetonium
ad signum aquilae se renovantis
ad. becher
ad. becher's verlag
ad. bergemann
ad. bodenburg
ad. estinger
ad. friedländer
ad. gestewitz
ad. lehmann
ad. nagel verlag
ad. richter
ad. schmelzer's hofbuchhandlung c. hoffmann
ad. spaarmann )
ad. spaarmann's verlag
adalbert fischer's verlag
adalbert ihringer dreilien-verlag
adalbert pechan verlag
adalbert rente's antiquariat
adalbert schweiger
adalbert stuber's verlagshandlung
adam & charles black
adam and charles black
adam gosohorsky
adam gottl. scheider u. weigel
adam gottlieb schneider & christoph weigel
adam gottlieb schneider und weigelsche kais. privileg. kunst- und buchhandlung
adam gottlieb schneider-weigel kunst- und buchhandlung
adam gottlieb schneider-weigelsche kunst- und buchhandlung
adam jakob spieckermann
adam jonathan felsecker erben
adam jonathan felseckers seel. erben
adam jonathan felssecker erben
adam jonathan felßecker erben
adam jonathan felßeckers erben
adam jonathan felßeckers seel. erben
adam kraft
adam kraft verlag
adam lonicer
adam matthew digital
adam matthew group
adam matthew publications
adam matthew, a sage publishing company
adam reitze verlag
adam und compagnie
adam und kompagnie
adam wolfg. winterschmidtische kunsthandlung und musikalienverlag
adam wolfgang winterschmidtische kunsthandlung und musikalienverlag
adam, verlag a. und r.
adam, verlag arno und rudolf
adam, verlag wolf albrecht
adamus lonicerus
addison-wesley
addison-wesley press
addison-wesley publishing co.
addison-wesley publishing company
addresscomtoir
adelbert spethmann
adelphi edizioni
ader & borel gmbh
ader & borel gmbh, esperanto-verlag
ader und borel gmbh
ader und borel gmbh, esperanto-verlag
adler & dietze
adler und dietze
adlerische schrifften
adlerische schriften
adlersche schriften
administration der simon müller'schen buchhandlung
administration von friedrich scherl's lesekränzchen
adolf becker
adolf bonnier's hofbuchhandlung
adolf bonz
adolf bonz & comp.
adolf brand verlag der eigene
adolf dießner & sohn
adolf emmerling & sohn
adolf emmerling & sohn nachfolger hermann beyerle
adolf estinger
adolf ettler
adolf foerster's verlag
adolf gehr
adolf gehr und comp.
adolf gehr und compagnie
adolf gertz
adolf gumprecht
adolf kiepert
adolf klein verlag
adolf kowalski
adolf kunz
adolf kunz musikverlag
adolf kunz's musikverlag
adolf landsberger
adolf langewiesche
adolf langewiesche verlag
adolf lemme
adolf lesimple's filiale
adolf lucius
adolf luser verlag
adolf mahn's verlag
adolf marcus
adolf nusser
adolf rausch verlag
adolf rausch verlag gmbh
adolf reichard
adolf reinecke
adolf roegner
adolf sponholtz
adolf sponholtz nachfl.
adolf sponholtz verlag
adolf sponholtz verlag zweigniederlassung des verlages c. w. niemeyer
adolf straubing
adolf thiele
adolf titze
adolf w. köllner
adolf wilhelm hayn erben
adolf-becker-verlag
adolf-verlag erich leonhardi
adolph büchting
adolph eisner
adolph emmerling
adolph emmerling universitäts-buchhandlung
adolph eupel
adolph gehr
adolph gehr & co.
adolph gestewitz, verlag
adolph gumprecht
adolph krabbe
adolph krabbe, verlagsbuchhandlung
adolph lange
adolph marcus
adolph müller
adolph reimann
adolph riess
adolph ruschpler
adolph russell's verlag
adolph samter
adolph schiller
adolph schumann
adolph schumann reisebuchhandlung
adolph sonnenburg
adolph stubenrauch
adolph stubenrauch & co.
adolph trassler
adolph weber
adolph winter
adolph wolf
adrei-verlag
adrei-zeitschriftenverlag
adressbuchverlag für handel und industrie jlsen & lindecke
adresscomptoir
adresscontoir
adressenverlag curt hermann serbe jr.
adriaan m. van den broecke
adriaan m. van den broecke, verlag
adriano salani editore
aduana vieja
aduana vieja editorial
advana vieja
advent verlag
advent-verlag
advent-verlag gmbh
advent-verlag lüneburg
advent-verlag lüneburg gmbh
advent-verlag schweiz
advent-verlag zürich
adygejskoe knižnoe izdatel'stvo
adygejskoe respublikanskoe knižnoe izdatel'stvo
adıyok
aedes andreae cratandri
aedis andreae cratandri
aegyptologischer verlag miron goldstein
aehren-verlag
aer
aere adleriano
aere curtiano
aere fibigiano
aere hendeliano
aere schneideriano
aere schrammiano
aere viduae loewianae
aes curtiano
aes fibigianus
aes hendelianum
afa-verlag hans dünnebeil
afas-musikverlag hans dünnebeil
africa bibliography
afrika bibliographien
afrika-bibliographien
afrikabibliographien
ag. scheibenhuber
agazzi
agencia general de librería y publicaciones
agencia general de librerías
agencia general de librerías y publicaciones
agentur des rauhen hauses
agir
agis-verlag
agnelli
agnelli tipografia
agnello nobile
agnes graff
agrarlit
agrarliteraturvertrieb
agrarverlag
agrarverlag druck und verlags-gesellschaft
aha-verlag
ahlfeld- und weinmannische buchhandlung
ahlfeld- und weinmannische handlung
ahlfeldische buchhandlung
ahlfeldischen buchhandlung
ahlfeldtische buchhandlung
ahlfeldtischen buchhandlung
ahn's verlags-handlung
ahn's verlagshandlung
ahn, verlagsbuchhandlung
ahnenrad der moderne, verlag für forschung und studien der indoeuropäischen kultur, philosophie, wissenschaften und metapolitik
akadem. buchhandl.
akademie
akademie forschung
akademie tryckeriet
akademie-buchdruckerei und verlag
akademie-verlag
akademisch-technischer verlag johann hammel
akademische buchdruckerei
akademische buchdruckerey
akademische buchhandlung
akademische buchhandlung der gebrüder helwing
akademische buchhandlung focken & oltmanns
akademische buchhandlung fr. jansa
akademische buchhandlung gebrüder wenck
akademische buchhandlung h. w. carl graef
akademische buchhandlung mohr und zimmer
akademische buchhandlung teutonia
akademische buchhandlung, verlag
akademische druck- u. verlagsanstalt
akademische druck- u. verlagsanstalt dr. paul struzl gmbh
akademische druck- u. verlagsanstalt graz/austria
akademische druck- und verlagsanstalt
akademische kunst- und buchhandlung
akademische kunsthandlung
akademische musikalienhandlung siegel & schimmel
akademische schriften
akademische verlagsbuchhandlung von c. f. winter in heidelberg
akademische verlagsbuchhandlung von j. c. b. mohr
akademische verlagsgesellschaft
akademische verlagsgesellschaft athenaion
akademische verlagsgesellschaft geest & portig
akademische verlagsgesellschaft geest & portig kg
akademische verlagsgesellschaft mit beschränkter haftung
akademische verlagshandlung von j. c. b. mohr
akademische verlagsoffizin bauer & raspe
akademische verlagsoffizin bauer & raspe kg
akademischer buchladen
akademischer verlag
akademischer verlag ausländischer wissenschaftler ihor belej
akademischer verlag dr. fritz wedekind
akademischer verlag dr. fritz wedekind & co.
akademischer verlag für soziale wissenschaft, dr. john edelheim
akademischer verlag halle
akademischer verlag halle, saale
akademischer verlag hans-dieter heinz
akademischer verlag wedekind
akademisches lese-institut
akademisches leseinstitut
akademiska bokhandeln
akademiska boktryckeriet
akademitryckeriet
akademičeskaja tipografija
akanthus verlag
akanthus verlag in der gmv
akcionernoe obščestvo universal'naja biblioteka
akros buch verlag
akros verlag
aktien-gesellschaft "bote aus dem riesengebirge"
aktien-gesellschaft polygraphischer verlag
aktien-gesellschaft polygraphisches institut
aktiengesellschaft "verlagsanstalt benziger & co"
aktiengesellschaft für druck und verlag vorm. gebr. gotthelft
aktiengesellschaft verlagsanstalt vorm. g. j. manz
aktiv verlag
aktuell-verlag für literatur der gegenwart
aktuell-verlag für literatur der gegenwart margret weber
akv - achim kunst verlag
akvilon
al  segno di apolline
al nawader lebanese publisher
al saqi books
al segno della fontana
al segno della speranza
al- hai'a al-miṣrīya al-ʿāmma li-'l-kitāb
al- hai'a al-ʿāmma li-'l-kitāb
al- markaz al-qawmī lil-tarjamah
al. j. landfraß & sohn
ala verlag
ala verlag berta rahm
aladin
aladin in der thienemann-esslinger verlag gmbh
aladin verlag gmbh
aladin-verlag
alamire
alamire music publishers
alamire muziekuitgeverij
alamire muziekuitgeverij vzw
alb-verlag karl bischoff
alb. cammermeyer
alb. hoster
alb. hoster, verlag
alba collection verlag
alba collection verlag gbr
alba-collection verlag
albatros
albatros verlag und vervielfältigungsbetrieb gmbh
albatross press
albatross verlag
albatross verlag gmbh
albech
albech-verlag
alber verlag
alber, karl
alber, verlag karl
albert abelsdorff's verlag
albert ahn
albert ahn, verlagsbuchhandlung
albert auer's musik- und buchverlag
albert bach
albert bartens, verlag
albert behrendt
albert berger
albert bonnier
albert bonniers förlag
albert cohn
albert cohn nachfolger
albert dannehl
albert delmhorst & co.
albert eichhoff
albert eyssenhardt
albert falckenberg & comp.
albert ferdinand thieme
albert fritsch
albert förstner
albert goldschmidt
albert goldschmidt, grieben-verlag
albert gury's verlagsbuchhandlung
albert heitz
albert hoffmann
albert jacobi & cie.
albert knittel
albert koch
albert koch, verlagsconto
albert koenig
albert langen
albert langen verlag für litteratur und kunst
albert last's verlags-expedition
albert limbach
albert lüdtke
albert lüdtke verlag
albert müller's verlag
albert müller-verlag
albert nauck & co.
albert pitt
albert pröpster verlag und buchhandlung
albert puttkammer
albert rathke
albert raustein, vormals meyer & zellers verlag
albert rehfeld
albert reissner
albert sacco
albert scheurlen
albert scheurlen's verlag
albert seydel verlagsbuchhandlung
albert stahl
albert warnecke
albert wruck
albert-langen-georg-müller-verlag
albert-limbach kg
albert-limbach-kg
albert-müller-verlag
alberto corticelli e figli
alberto tallone editore
albertus-magnus-verlag
albertus-magnus-verlag der dominikaner
albertus-magnus-verlag dr. christian scheeben
albertus-verlag
albin michel
albin michel editions
albin schirmer verlag
albin stein
albin stein's verlag
albino
albino verlag
albino verlag gmbh
albino verlag, salzgeber buchverlage gmbh
albis international
albis international bibliophilenverlag
albr. patzig
albrecht & kompagnie
albrecht hakelmann erben
albrecht philler verlag
albrecht und compagnie
albrecht'sche buchhandlung
alcatraz editions
aldi figliuoli
aldi filii
aldi manutii senioris filii
aldo manuzio senior filii
aldus filii
aldus manutius verlag
aldus-verlag
alemannen-verlag albert jauss
alessandro griffio haeredes
alessandro griffo haeredes
alessandro grifi haeredes
alessandro grifio haeredes
alex. arnstein
alex. tornóczi
alexander burmeister
alexander cosmar
alexander danz
alexander degenmann
alexander duncker
alexander duncker verlag
alexander duncker verlag weimar
alexander duncker's buchverlag, gebrüder paetel
alexander duncker, buchhandlung in berlin
alexander edelmann
alexander edelmann, universitäts-buchhändler
alexander fischer verlag
alexander griphius haeredes
alexander gryffius haeredes
alexander gryphius haeredes
alexander guzewicz eure-l verlag frankfurt am main | paris
alexander huschke nachf.
alexander jonas
alexander koch
alexander lewiński
alexander pluchart
alexander stange
alexander street
alexander street press
alexander street, a proquest company
alexius kiessling
alexius kiessling buch- und landkartenverlag
alexius kiessling verlagsbuchhandlung
alexius kiessling's verlagsbuchhandlung und zeitschriften-expedition
alf. trassler
alfabetta sprachkompetenzzentrum
alfaguara
alfons semrau verlag
alfons w. gentner verlag
alfons-semrau-verlag
alfred a. knopf
alfred a. knopf, inc.
alfred brennwald
alfred bruchmann
alfred coppenrath
alfred coppenrath's verlag
alfred costes
alfred costes, editeur
alfred h. fried
alfred h. fried & cie.
alfred h. fried verlag
alfred h. linde verlag
alfred hahn verlag
alfred hoelder
alfred hufeland
alfred hölder
alfred klein & co.
alfred klein's verlag
alfred koch
alfred kröner
alfred kröner verlag gmbh & co. kg
alfred kröner verlag in leipzig
alfred krüger
alfred krüger, verlagsbuchhandlung
alfred kurtze
alfred langkammer
alfred metzner verlag
alfred metzner verlag gmbh
alfred müller
alfred oehmigke
alfred oehmigke's verlag
alfred prautzsch
alfred prautzsch reklame-verlag
alfred schall
alfred scherz & co.
alfred scherz & co. vormals g. a. bäschlin
alfred scherz verlag
alfred schönwald
alfred silbermann
alfred strothe verlag
alfred töpelmann
alfred waberg
alfred weile
alfred winter verlag
alfred-hahn-verlag
alfred-holz-verlag
alfred-holz-verlag berlin
alfred-janssen-verlag
alfred-kröner-verlag
alfred-metzner-verlag
alfred-scherz-verlag
alfredus hoelderus
alibaba - verlag - gmbh
alibaba-verlag
alibri verlag gmbh
alibri-verlag
alice james books
alkonost
alkyon verlag
all-union corporation "mezhdunarodnaya kniga"
all-union corporation meshdunarodnaja kniga
alla insegna di apolline
alla minerva
allen and unwin
allert de lange
allert de lange n.v.
allert-de-lange-verlag
allgeist-verlag anton scheuch
allgemeine buchhandlung der gelehrten
allgemeine buchhandlung der gelehrten und künstler
allgemeine deutsche verlagsgesellschaft
allgemeine niederländische buchhandlung
allgemeine vereinigung "die kunst dem volke"
allgemeine verlags-gesellschaft
allgemeine verlagsanstalt
allgemeine zeitungs-expedition dornacherstraße
allgemeiner industrie-verlag
allgemeiner verlag a. niggli
allgemeines theater-commissions-geschäft von a. kühling
allgäu-verlag a. zumstein-brack
allgäuer druckerei und verlagsanstalt
allgäuer heimatverlag
allhem
allhems förlag
alliana
almanah ṿeha-aḥim rom
almquist & wiksell
almquist & wiksell förlag
almquist & wiksell international
almqvist & wiksell
almqvist & wiksell förlag
almqvist & wiksell international
almqvist and wiksell international
almqvist och wiksell
almqvist och wiksell förlag
aloisius valvassor haeredes
aloys leykum
aloys mecke
alpa magicla edizioni
alpe verlag
alpen verlag
alpenfreund-verlag und buchdruckerei arthur laubereau
alpenland-buchhandlung südmark
alpha-literatur-verlag
alphons dürr
alphons dürr verlag
alphonsus-buchhandlung
alps magazine gmbh
alsatia
alsatia-verlag
alster verlag curt brauns wedel
alster verlag hamburg
alster verlag hamburg-blankenese
alster-verlag
alster-verlag curt brauns
altamira
altaquito-publikationen
altberliner verlag
altberliner verlag gmbh
alte typographische gesellschaft
alte typographische gesellschaft zu bern
alternatives théâtrales
althoff, asso-verlag )
altmann antiquariat und verlagsbuchhandlung, josef
altmann, max
altmühltal verlag
altmühltal-verlag
altstadt-verlag
altstädter waisenhaus. verlag
altstädter waisenhausbuchdruckerey
altstädter waysenhaus-buchdruckerei
altwegg-weber zur treuburg
alumni press
alverna verlag
alvin prausnitz
alwin georgi
alwin huhle
alwin schmidt
alwin schmidt's verlag
am adam matthew
amadeus
amadeus verlag
amalienpresse
amalienpresse wolfgang von polentz
amalthea signum verlag. amalthea-verlag
amalthea verlag
amalthea-verlag
amand aglaster vwb-verlag für wissenschaft und bildung
amaulry & pascal
ambr. abel
ambrosius haude und joh. carl spener, königl. und der academie der wissenschaften buchhändler
ambrosius haude und spener
ambrosius kirchner iii. erben
ameet studio
ameet verlag
ameet verlag gmbh
amelang, koehler und
amelang-verlag
amend & co.
american baptist publication society
american baptist publication society and sunday school society
american comics group
american tract society
americká traktátní spolecnost
amerigayi dedragi engerut`iwn
amerigayi tetraki enkerut`iwn
amerikan. traktatges.
amerikanische tractat-gesellschaft
amerikanische traktat-gesellschaft
amerikanische traktatgesellschaft
amerikayi tetraki enkerut`iwn
amicus - verlag
amicus-verlag
amman-verlag
ammann
ammann verlag
ammann verlag & co.
ammann-verlag
ammer verlag
ammer-verlag
amorc-bücher
amoretten-verlag
amp
amp-verlag
amp-verlag lucy körner
amra verlag
amsler & ruthardt
amsler & ruthardt, auktionshaus
amsler & ruthardt, kunstantiquariat
amsler & ruthardt, kunsthandlung
amsler und ruthardt
amsler, hermann
amsterdamsche keurkamer
amsterdamsche keurkammer
amt der buchbinder
amthor & issleib
amthor'sche verlagsbuchhandlung
amtshofpresse & manufaktur
amtshofpresse manufaktur ev
anaconda verlag gmbh
anaconda-verlag
anagrama
ancienne maison tessari et cie.
ancos verlag
ancos verlag gmbh
ancos-verlag
andante-handpresse
andermann-verlag
anders nyborg
anders nyborg a/s. internationalt forlag
andersen press ltd.
andr. deichert'sche verlagsbuchhandlung
andr. deichert'sche verlagsbuchhandlung nachf.
andr. deichertsche verlagsbuchhandlung
andr. deichertsche verlagsbuchhandlung nachf.
andr. fred. hóst & són
andr. fred. höst
andr. fred. höst & sohn
andr. friedr. höst
andr. heller'sche hofbuchdruckerei & buchhandlung
andrea sitzler verlag regionalkultur
andrea wolfram hochlandverlag pappritz
andreae & hort
andreae cratandri haeredes
andreae'sche buchdruckerei und verlagsbuchhandlung
andreaeische schriften
andreas & johannes m. duncan
andreas & john m. duncan
andreas & scheumann
andreas ciesielski scheunen-verlag kückenshagen
andreas cratander erben
andreas deichert
andreas deichertsche verlagsbuchhandlung
andreas fanizadeh und wolfgang tawereit id-verlag
andreas franck
andreas göbel
andreas güssow
andreas haase
andreas hartmann erben
andreas heidtmann poetenladen
andreas kratander erben
andreas löffler witwe und erben
andreas nitschke
andreas späth logos editions
andreas wechel erben
andreas wechelius heredes
andreas wechelus haeredes
andreas wechelus heredes
andreas wolcke erben
andreas zettner
andree & hort
andres wechel erben
andreä & hort
andreä und hort
andreäische buchdruckerei
andreäische buchdruckerey
andreäische buchhandlung
andreäische schrifften
andreäischer verlag
andries blitz
andrè alliana
ang. trani
angela körner-armbruster sommer-wind-verlag
angeli editore
angelika bruhn bs-verlag-rostock
angelo mirelli
angelo trani
angelus novus
angermayer, carl
angertor-verlag
angus & robertson
angus & robertson ltd.
angus and robertson
angus and robertson ltd.
anhaltische verlagsanstalt
aniello nobile
anisson
anita hartmann aha verlag
anita hengl u. susanne zoßeder altmühltal verlag
anker-verlag
anker-verlag und druckerei meyer & co.
ankerherz verlag gmbh
ann thompson
anna maria franck
anna martha verwittibte heßin
anna paterno
anna winter verlag manitoba
anneliese wallmann verlag
annemarie mussenbrock u. monika maaßen morgana frauenbuchverlag
annette köhn jaja verlag
annette niehörster ursus verlag & medien
annette-betz-verlag
annoncen-expedition haasenstein & vogler
anrich-verlag
anselin et g. laguionie, libraires pour l'art militaire
anselin, librairie pour l'art militaire
ansichtskarten und heimatbelege franz meixner
ansichtskartenverlag wilhelm maul
anstalt aconcagua-verlag
anstalt für lichdruck
anstalt für lichdruck von römmler & jonas
anstalt für lichtdruck
anstalt für lichtdruck von römmler & jonas
anstalt für religiösen verlag
anstalt für xylographie buri & jeker
anstaltsbuchhandlung eben-ezer
ant. paterno
ant. paterno's wwe.
ant. pichler's sel. witwe
ant. stoppani
anthoni de groot, en zoonen
anthropos editorial
anthropos-verlag
anthroposverlag
anthroposverlag gmbh
antiqua verlag hermann kalkoff
antiqua-verlag )
antiquariat & galerie kastanienhof
antiquariat & verlag kastanienhof
antiquariat & verlag melchior
antiquariat + verlag klaus breinlich
antiquariat ackermann
antiquariat emil soeding
antiquariat fraenkel
antiquariat friedrich cohen
antiquariat gustav fock
antiquariat heinrich hugendubel
antiquariat helbing & lichtenhahn
